V4_1,Data Marking,calendar-years,Time,administrative-geography,Geography,week-number,Week,recorded-deaths,Deaths
56,,2021,2021,E12000002,North West,week-13,Week 13,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
171,,2020,2020,E12000002,North West,week-13,Week 13,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
982,,2020,2020,E12000003,Yorkshire and The Humber,week-13,Week 13,total-registered-deaths,Total registered deaths
16,,2021,2021,E12000001,North East,week-13,Week 13,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
44,,2021,2021,E12000007,London,week-13,Week 13,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
19,,2021,2021,E12000009,South West,week-13,Week 13,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
12,,2020,2020,E12000006,East of England,week-13,Week 13,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
21,,2020,2020,W92000004,Wales,week-13,Week 13,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1538,,2020,2020,E12000002,North West,week-13,Week 13,total-registered-deaths,Total registered deaths
67,,2020,2020,E12000005,West Midlands,week-13,Week 13,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
46,,2021,2021,E12000005,West Midlands,week-13,Week 13,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1125,,2021,2021,E12000002,North West,week-13,Week 13,total-registered-deaths,Total registered deaths
1887,,2020,2020,K04000001,England and Wales,week-13,Week 13,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1301,,2021,2021,E12000008,South East,week-13,Week 13,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-5,Week 5,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000001,North East,week-5,Week 5,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1233,,2020,2020,E12000009,South West,week-5,Week 5,total-registered-deaths,Total registered deaths
0,,2020,2020,W92000004,Wales,week-5,Week 5,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000007,London,week-5,Week 5,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1406,,2021,2021,E12000004,East Midlands,week-5,Week 5,total-registered-deaths,Total registered deaths
11612,,2020,2020,K04000001,England and Wales,week-5,Week 5,total-registered-deaths,Total registered deaths
0,,2020,2020,E12000005,West Midlands,week-5,Week 5,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
836,,2021,2021,E12000002,North West,week-5,Week 5,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
425,,2021,2021,E12000003,Yorkshire and The Humber,week-5,Week 5,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
251,,2021,2021,W92000004,Wales,week-5,Week 5,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
7320,,2021,2021,K04000001,England and Wales,week-5,Week 5,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
561,,2020,2020,E12000001,North East,week-5,Week 5,total-registered-deaths,Total registered deaths
1461,,2020,2020,E12000002,North West,week-5,Week 5,total-registered-deaths,Total registered deaths
0,,2020,2020,E12000004,East Midlands,week-5,Week 5,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1092,,2020,2020,E12000007,London,week-5,Week 5,total-registered-deaths,Total registered deaths
1415,,2021,2021,E12000008,South East,week-5,Week 5,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000008,South East,week-5,Week 5,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
6174,,2021,2021,K04000001,England and Wales,week-5,Week 5,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1922,,2021,2021,E12000007,London,week-5,Week 5,total-registered-deaths,Total registered deaths
903,,2021,2021,W92000004,Wales,week-5,Week 5,total-registered-deaths,Total registered deaths
0,,2020,2020,E12000006,East of England,week-5,Week 5,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
314,,2021,2021,W92000004,Wales,week-5,Week 5,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1708,,2021,2021,E12000009,South West,week-5,Week 5,total-registered-deaths,Total registered deaths
1098,,2021,2021,E12000006,East of England,week-5,Week 5,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
824,,2021,2021,E12000005,West Midlands,week-5,Week 5,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
535,,2021,2021,E12000004,East Midlands,week-5,Week 5,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
17192,,2021,2021,K04000001,England and Wales,week-5,Week 5,total-registered-deaths,Total registered deaths
1286,,2020,2020,E12000006,East of England,week-5,Week 5,total-registered-deaths,Total registered deaths
1015,,2020,2020,E12000004,East Midlands,week-5,Week 5,total-registered-deaths,Total registered deaths
0,,2020,2020,E12000001,North East,week-5,Week 5,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000003,Yorkshire and The Humber,week-5,Week 5,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000009,South West,week-5,Week 5,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1326,,2021,2021,E12000003,Yorkshire and The Humber,week-5,Week 5,total-registered-deaths,Total registered deaths
564,,2021,2021,E12000004,East Midlands,week-5,Week 5,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000006,East of England,week-5,Week 5,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000002,North West,week-5,Week 5,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000005,West Midlands,week-5,Week 5,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
2941,,2021,2021,E12000008,South East,week-5,Week 5,total-registered-deaths,Total registered deaths
385,,2021,2021,E12000003,Yorkshire and The Humber,week-5,Week 5,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1044,,2021,2021,E12000008,South East,week-5,Week 5,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
767,,2021,2021,E12000007,London,week-5,Week 5,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
727,,2020,2020,W92000004,Wales,week-5,Week 5,total-registered-deaths,Total registered deaths
1820,,2020,2020,E12000008,South East,week-5,Week 5,total-registered-deaths,Total registered deaths
742,,2021,2021,E12000001,North East,week-5,Week 5,total-registered-deaths,Total registered deaths
2162,,2021,2021,E12000002,North West,week-5,Week 5,total-registered-deaths,Total registered deaths
1886,,2021,2021,E12000005,West Midlands,week-5,Week 5,total-registered-deaths,Total registered deaths
258,,2021,2021,E12000001,North East,week-5,Week 5,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
870,,2021,2021,E12000002,North West,week-5,Week 5,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,W92000004,Wales,week-5,Week 5,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000009,South West,week-5,Week 5,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000007,London,week-5,Week 5,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1,,2020,2020,K04000001,England and Wales,week-5,Week 5,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1262,,2020,2020,E12000005,West Midlands,week-5,Week 5,total-registered-deaths,Total registered deaths
824,,2021,2021,E12000006,East of England,week-5,Week 5,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1,,2020,2020,E12000008,South East,week-5,Week 5,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000003,Yorkshire and The Humber,week-5,Week 5,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
594,,2021,2021,E12000009,South West,week-5,Week 5,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
256,,2021,2021,E12000001,North East,week-5,Week 5,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
982,,2021,2021,E12000007,London,week-5,Week 5,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000002,North West,week-5,Week 5,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
735,,2021,2021,E12000005,West Midlands,week-5,Week 5,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
489,,2021,2021,E12000009,South West,week-5,Week 5,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1136,,2020,2020,E12000003,Yorkshire and The Humber,week-5,Week 5,total-registered-deaths,Total registered deaths
2166,,2021,2021,E12000006,East of England,week-5,Week 5,total-registered-deaths,Total registered deaths
0,,2020,2020,E12000004,East Midlands,week-5,Week 5,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
104,,2020,2020,E12000008,South East,week-25,Week 25,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
4,,2021,2021,E12000009,South West,week-25,Week 25,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
23,,2020,2020,E12000009,South West,week-25,Week 25,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
990,,2020,2020,E12000009,South West,week-25,Week 25,total-registered-deaths,Total registered deaths
1303,,2021,2021,E12000008,South East,week-25,Week 25,total-registered-deaths,Total registered deaths
563,,2021,2021,W92000004,Wales,week-25,Week 25,total-registered-deaths,Total registered deaths
28,,2020,2020,E12000001,North East,week-25,Week 25,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
6,,2021,2021,E12000006,East of England,week-25,Week 25,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
498,,2020,2020,E12000001,North East,week-25,Week 25,total-registered-deaths,Total registered deaths
909,,2021,2021,E12000006,East of England,week-25,Week 25,total-registered-deaths,Total registered deaths
106,,2021,2021,K04000001,England and Wales,week-25,Week 25,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
82,,2020,2020,E12000003,Yorkshire and The Humber,week-25,Week 25,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
617,,2020,2020,W92000004,Wales,week-25,Week 25,total-registered-deaths,Total registered deaths
85,,2020,2020,E12000004,East Midlands,week-25,Week 25,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
83,,2020,2020,E12000005,West Midlands,week-25,Week 25,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
2,,2021,2021,E12000004,East Midlands,week-25,Week 25,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
37,,2020,2020,E12000007,London,week-25,Week 25,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
896,,2020,2020,E12000007,London,week-25,Week 25,total-registered-deaths,Total registered deaths
3,,2021,2021,E12000009,South West,week-25,Week 25,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
952,,2020,2020,E12000003,Yorkshire and The Humber,week-25,Week 25,total-registered-deaths,Total registered deaths
1200,,2021,2021,E12000002,North West,week-25,Week 25,total-registered-deaths,Total registered deaths
111,,2020,2020,E12000003,Yorkshire and The Humber,week-25,Week 25,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
803,,2021,2021,E12000007,London,week-25,Week 25,total-registered-deaths,Total registered deaths
7,,2021,2021,E12000003,Yorkshire and The Humber,week-25,Week 25,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
8,,2021,2021,E12000004,East Midlands,week-25,Week 25,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
9,,2021,2021,E12000005,West Midlands,week-25,Week 25,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1411,,2020,2020,E12000008,South East,week-25,Week 25,total-registered-deaths,Total registered deaths
11,,2021,2021,E12000007,London,week-25,Week 25,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
869,,2021,2021,E12000005,West Midlands,week-25,Week 25,total-registered-deaths,Total registered deaths
726,,2021,2021,E12000004,East Midlands,week-25,Week 25,total-registered-deaths,Total registered deaths
137,,2020,2020,E12000002,North West,week-25,Week 25,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
927,,2020,2020,E12000006,East of England,week-25,Week 25,total-registered-deaths,Total registered deaths
783,,2020,2020,K04000001,England and Wales,week-25,Week 25,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
38,,2020,2020,W92000004,Wales,week-25,Week 25,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
3,,2021,2021,W92000004,Wales,week-25,Week 25,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
39,,2020,2020,W92000004,Wales,week-25,Week 25,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
50,,2020,2020,E12000007,London,week-25,Week 25,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
99,,2021,2021,K04000001,England and Wales,week-25,Week 25,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
684,,2020,2020,K04000001,England and Wales,week-25,Week 25,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
77,,2020,2020,E12000006,East of England,week-25,Week 25,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
